,Realized_Vol,PE,Imp_Vol,Short_Int,Beta_Factor,Market_Cap,Op_Margin,Ret_On_Equity,RSI_Momentum,Turnover
DASH UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAY UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DD UN Equity,0.005274491272163227,2.4362870878064553e-05,-0.00012282591109061142,1.2822891963350446e-09,0.002266167506879614,-1.0324973843874025e-07,7.577194329833822e-05,1.4710399356525466e-05,1.2091423624423069e-05,-5.452145898767473e-12
DDOG UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE UN Equity,-0.006340172321450076,0.00023842127365492581,4.2263187822114874e-05,3.762791763105853e-10,0.005600949759664459,-4.0349975057155345e-07,-4.152386295034611e-05,0.0001772462357350922,-7.043795582678136e-05,4.172025585710333e-12
DECK UN Equity,-0.0004718801319630201,-0.0007501816691288638,-1.1796097756838393e-05,-1.3660088409934356e-10,-0.00017468607743633492,4.463389712536676e-06,-5.5185168942075696e-05,-0.0004972739509281906,0.00020866763909046113,2.2180435794622317e-10
DELL UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DG UN Equity,0.0031648784465588527,-0.0004494318452072278,0.0002786988350492653,-1.0093146580266817e-10,0.005513952072039021,-6.330298013409376e-08,0.00023213133045304612,6.448861721416676e-05,-7.956685777785611e-05,-1.4541355368533648e-12
DGX UN Equity,-0.005712007617884189,0.0005747626475736485,0.0002580346104825706,-3.5925961075053277e-11,0.005998215720150164,-1.7229604890497585e-06,-6.953178734412875e-05,0.0001639137345129148,-1.6812734864265557e-05,-4.404807971732905e-11
DHI UN Equity,-0.024362922192357535,-2.2403209216699255e-05,0.0005921250866372931,-1.6887213501573725e-10,-0.00471582734034974,-1.5723317995093353e-08,-0.00010409039151952293,0.0002728621951459493,-8.018384764435214e-05,-8.250249697673202e-11
DHR UN Equity,-0.013316255654272113,6.708907479728257e-05,0.00029034810094987114,-1.3651704321221823e-09,0.01230400478959662,-9.475425869839635e-08,-4.199308010975795e-05,-0.000617609793662749,-5.660592156409625e-05,1.948404471229753e-11
DIS UN Equity,-0.028732710043494022,-0.0005698350387740051,0.00040518308785470234,-1.728477257225905e-09,0.009154532584305807,2.832822539681566e-08,-9.909586090729753e-05,0.0001831932271953507,-3.553485793184418e-05,6.630085538031566e-12
DLR UN Equity,-0.016561767254687564,2.674047747385064e-06,0.00029447723976204574,2.7323188693888856e-11,0.0021243201123111277,5.5080796881201723e-08,-5.586149089402702e-05,0.0006075963994924955,-0.00014465599912417862,-6.044932269505432e-11
DLTR UW Equity,0.002050464272404036,-0.00016770102579906468,9.616702986432908e-05,7.615695842301611e-11,-0.0019180643658341017,1.9546320004787366e-07,0.0004675859034439598,-3.472169105718758e-05,-5.4830237309993036e-05,-1.489128734764518e-11
DOC UN Equity,-0.031058525551464138,-6.88053837799822e-05,0.0006639110314797668,-7.88034597221029e-10,-0.0013804757838982212,-8.420638949819873e-08,4.103020853853448e-05,-3.6780339877035645e-05,-6.805445444265917e-05,2.0294995067333387e-11
DOV UN Equity,-0.008944191017089008,-0.00014819695312102206,0.00011789915550780079,3.0328052015830544e-11,0.00808066037242231,-2.149051357494449e-07,-0.0001628196224230006,-0.0001247829658922711,-2.9613201564785126e-05,-1.4425483438468938e-11
DOW UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPZ UW Equity,,,,,,,,,,
DRI UN Equity,-0.003236100688819761,5.813962172327461e-05,7.898609524600933e-05,1.7753283626147522e-10,-0.0020084965673667294,-5.888951476206979e-07,-1.1184003156789276e-05,0.00013369171541198838,-2.9340691965969055e-05,3.653144917307937e-11
DTE UN Equity,0.003415304840519363,-0.0008570475015434716,-0.00011503236426966262,8.634923133872547e-11,0.016993497838730942,6.201866237149844e-07,-3.5655769659739163e-06,-0.0002732057231672744,-3.619480087056821e-05,1.1269364025204977e-12
DUK UN Equity,-0.007527886931200612,-0.0009958209672314687,0.00012800871234160458,7.567410594279854e-10,0.014952357448007113,2.326157635833915e-07,-9.841923676608537e-05,0.00014763955379547318,-3.689258904274901e-05,-9.876761555403202e-12
DVA UN Equity,-0.005315146976057957,-0.0005776337999151225,0.00016017698088523056,-6.905520640045613e-10,0.004424147380546309,4.516527904932061e-07,-8.895888511225019e-05,0.00030188780458962234,-4.660928425502379e-05,-6.533255682585502e-13
DVN UN Equity,-0.018019550891752348,-3.1131360702626395e-05,0.00026872859026165756,1.3943022825432607e-10,0.0017040168576219696,-3.3569982485226096e-07,-3.564711622313718e-06,2.2469739849302077e-05,5.458937493655301e-05,2.7208184621358325e-11
DXCM UW Equity,0.001265448833390339,-3.0548592306972884e-05,4.903840051521959e-05,-2.3016212170958142e-10,0.006121184113000145,-1.2998210503613626e-06,1.4773752789122307e-06,5.626188219004143e-06,-0.00011230322810914956,3.7147503781598517e-11
EA UW Equity,-0.007123925581676833,1.620905877596903e-06,7.219488581928147e-05,5.832108477278636e-10,0.002216243786845182,-1.316758876319248e-07,6.5814755403348425e-06,5.5616623132631714e-05,-7.661103775972608e-05,-4.544469658644488e-13
EBAY UW Equity,-0.009890729769552697,6.861471885793252e-05,0.0001847078864296776,3.6299089200883907e-10,0.0023301728764749995,3.1001547373575914e-08,-0.00013339871383341234,5.015281532997056e-05,-7.710511956915423e-05,-1.1002235163387065e-11
ECL UN Equity,-0.03138681740268055,8.923475414905901e-06,0.0005300226779587889,3.4013195240832534e-11,0.0006918267890828088,2.7287757114982193e-08,0.00013204296237602874,-0.00014694974913551705,-9.645775123361793e-05,1.5762011217146087e-11
ED UN Equity,-0.005154280910672668,-0.00027546566783915146,0.00016318892183631034,1.4338943891833887e-10,0.0031420251903341357,1.1060092445283248e-07,0.00011947793510216932,-0.0002499150219376652,-1.0274948839578786e-05,-1.3291709399543524e-11
EFX UN Equity,-0.008300483269624936,-0.00022062003292904253,6.377816080332125e-05,8.20447548036282e-12,0.007416971159674495,5.066062312267701e-07,-2.397083764601108e-05,-0.00010319459116829376,-5.602425261214877e-05,4.904056076002654e-11
EG UN Equity,-0.011768534758614533,-2.0971457443010384e-05,0.00022895690968069917,8.457549443062264e-10,0.002763058757898008,-1.0367416073566396e-06,4.8656655776820416e-05,0.00010780059493622831,-4.568461161756674e-05,6.941012285261931e-12
EIX UN Equity,-0.012184361727374292,-2.3161155677934147e-05,0.00018161449882505955,7.904320157409454e-10,-0.0011987113300423427,-7.549247983554704e-08,5.1278395222555894e-05,-7.69298562126983e-05,-2.130595704841981e-05,3.1426407186146006e-11
EL UN Equity,0.00026167370309727704,-0.0003830529568053145,-5.284704120552366e-05,5.116107788366377e-10,0.018824931010768594,-3.3423130215857713e-08,9.132101754486358e-05,-0.00019483789334123506,-6.550721060809724e-05,9.350271027922861e-12
ELV UN Equity,-0.006837142275497629,3.7604245827524536e-05,0.00016680889122479793,-1.2032910231791642e-11,0.0024416841335882554,-2.3449807916112623e-08,0.00012465622287830938,-0.00021979405258666217,-2.2524771196306047e-05,-1.869414975557809e-11
EME UN Equity,-0.003335315298657691,-2.0385582184160552e-05,7.23652740830573e-05,-1.1926106434263716e-09,0.009333867823616504,-2.8492558254010927e-06,-0.00023516887999103746,0.00010521422833150418,-5.184141575496394e-05,3.079624285155096e-11
EMR UN Equity,-0.023254908422787997,0.0003740055584655688,0.00042896897281460123,2.996323896280087e-10,0.009846414968268453,-2.7189044533930505e-07,0.00035952869709009535,-0.0006193636686319996,-9.074944660385384e-05,1.0564725490812249e-11
EOG UN Equity,-0.0064758240676994015,-5.594475428722262e-05,0.00017161580149113845,-1.990279026863895e-11,0.0066856792309031325,-8.828645322750228e-08,2.4417903797579653e-06,-0.00013497710663012497,-0.00011413154609566756,-3.518374130207957e-12
EPAM UN Equity,0.0025605484906833687,0.0010169490617425595,-0.00021984697978162242,-3.98097664136159e-10,0.006678603437992872,-1.2815171719644043e-05,-6.0723653336205416e-05,0.00032690856925220873,-0.00016082996890334644,6.397718840003579e-12
EQIX UW Equity,-0.0073041593453025706,-2.573248962501854e-06,0.00022446344213996044,-1.4899602791252943e-10,0.003169622874617911,1.5965201614947163e-08,0.00010679849659877801,-3.3053610765964886e-06,-0.00013750862724681102,-3.753008529831251e-12
EQR UN Equity,-0.017253580922424145,-6.499037853170292e-07,0.000314059083967543,-4.006810276844648e-10,0.0017028252396296295,4.97204823467161e-08,0.00015821484501644218,-2.057702111273411e-05,-0.00017390529066358822,5.271168535884049e-12
EQT UN Equity,-0.0016012482727474344,3.455966307559265e-05,2.5843117054770746e-05,-5.644106593768373e-10,0.006999506403030667,-2.799778740616716e-07,-3.232945055184061e-05,7.574105804213481e-05,-7.556168363372879e-05,-1.7337168104233196e-11
ERIE UW Equity,-0.006543649608738605,-0.00036332013443195036,0.0007647688383153902,-2.3308264256412503e-09,0.0018766841221177593,3.6031195322173964e-08,-4.370376278310607e-05,-1.0003838965277633e-05,-8.588085014701928e-05,3.489581003194898e-10
ES UN Equity,-0.0021317108725824267,0.00010926205397147289,9.619482865440821e-05,-1.4120934959529206e-10,-0.0037537886653291417,-1.4319027154758354e-07,0.00021932556781643878,1.8008052895401087e-06,-5.421045414941948e-05,5.472581629612854e-12
ESS UN Equity,-0.018834372915349472,6.97628313790507e-06,0.00035566147220438384,-2.396050207956191e-10,0.0038377314083813353,2.8003030934806215e-07,-0.00012455838821923333,0.00041463191076730884,-0.0001312587473509696,-2.540137012751297e-12
ETN UN Equity,0.0003470769945018476,-8.851892982181345e-05,3.10727155925345e-05,1.1723802858416138e-10,0.006060322703396518,-1.7525250159635678e-07,-5.847838799335322e-06,-0.0003558223211183964,3.6141330258940633e-06,2.011552889458126e-11
ETR UN Equity,-0.0101183436749777,0.00022373602522294468,0.00012155941645929776,3.1573478351316706e-10,0.012676916423963756,-8.330179804927712e-07,7.128094005368218e-05,-0.0002282666244062655,1.0962733224909068e-06,3.153848953492894e-11
EVRG UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EW UN Equity,-0.0027628255140091404,-4.619066672394906e-06,0.00022465307210888853,-3.6463002912951404e-10,-0.000779423934931795,-3.6795233182159787e-07,6.782828196973433e-06,0.0001099929654607201,-4.512437363301779e-05,-1.0168738197061894e-11
EXC UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXE UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXPD UN Equity,-0.0019444116355973222,2.5443433607827297e-06,-2.9355823562926646e-06,-3.3670259458546015e-13,4.687316404730892e-05,4.103518622407464e-05,7.26898081001473e-06,4.67544678387664e-07,-0.00283626845604016,-1.5833889415366061e-06
EXPE UW Equity,0.0005596515659976285,8.059149002635145e-07,-1.4690862165547414e-06,6.899345423914373e-10,0.002379831141865013,-8.590034338697177e-08,-4.293334456589766e-05,-5.197320267826149e-05,-0.00013090090739167656,-5.0341981906045186e-12
EXR UN Equity,0.0014877230508669912,7.298035559942575e-06,-1.662620401915187e-05,-2.956377056861236e-11,0.008261221053016085,3.760969412254733e-07,-0.000129452327241584,0.0006781445804896896,-0.00018043397167428942,1.82994565456338e-11
F UN Equity,-0.014018624806246632,1.4443718868751881e-05,0.0001760202528914264,-1.2612075678940464e-10,-0.005998818712997457,1.887204675462676e-09,-8.99867333311154e-05,5.748861031875409e-06,9.767163326938224e-05,1.5176831136890064e-11
FANG UW Equity,-0.002961193889278909,1.4669768644950497e-06,0.00025229544855903023,1.5433811019925125e-09,0.00026381831571103086,-3.070882517402502e-06,-1.0001183734603598e-05,-2.6293254690427535e-05,-0.00015163554161880531,-3.5814392675039744e-11
FAST UW Equity,-0.019556611830577577,-0.00037642435842258137,0.0003520724153180187,-2.7067544048031626e-11,0.007941355955163818,6.569286110569803e-07,0.0008889661131305882,-0.0010323252270534084,-3.274965037797097e-05,1.8907336633933794e-12
FCX UN Equity,-0.016008121950269596,-0.00017434702155974275,0.00024482788722498356,-9.969088697982839e-10,0.006035835848720443,-4.089834225181293e-07,5.456938225480352e-05,-1.5287457798388666e-05,7.358577580443059e-05,7.756954419770189e-12
FDS UN Equity,-0.005218119927561124,-0.0001564783445780686,-3.443365937235546e-05,-1.1507830088111613e-10,-0.002100225867695983,-2.5019169205833724e-06,0.0001277170494545525,0.0005009839622263423,-9.169140508097314e-06,6.666350062801391e-12
FDX UN Equity,-0.003877311222773372,-1.1132229116420167e-06,0.00011815788618033368,-5.454275354098858e-10,0.004277623100693422,-2.120335475026169e-08,5.055737187417801e-06,-1.5209119894535917e-05,-6.475459685001765e-05,-2.0253629082369934e-11
FE UN Equity,-0.00542397179100247,-0.0003045399604132354,4.138551449304105e-05,-3.14684642138251e-11,0.007407192617271272,1.0620799314949099e-07,1.639992313128634e-05,-0.00012205747112826383,-1.556235344504441e-05,-2.8091621964137865e-11
FFIV UW Equity,-0.002297148811055692,-6.108953175029213e-05,3.628874014864766e-05,1.6260373420056044e-10,-0.004578743060408922,-1.0392220679551068e-06,0.0007547626049003667,-0.00024423601158971893,-2.4927114299823184e-05,-6.711931620985074e-12
FICO UN Equity,0.014949684106442374,-0.0004267775358137786,-0.00013610375476563643,-4.580197397379899e-11,0.010828295795879902,5.054270165165317e-06,4.7711592676167425e-05,-0.0004547287074329147,-0.00010632883117211578,-2.7861059031079006e-11
FIS UN Equity,-0.0018176060530073824,-0.00045125467430004554,0.00014038301589865335,2.4043980772159013e-10,0.009912462788386305,3.038230245211985e-07,0.00013479007676550452,-0.00032124500769318274,-8.62549311500926e-05,-5.370641499857792e-11
FISV UW Equity,-0.013943415572025324,-0.0009118703001725242,8.231747852650216e-05,-3.105174999820176e-10,0.02134781387613886,6.164482819175213e-07,-7.097746534696938e-05,-7.725744125072889e-05,-7.768079818981976e-05,-4.589065894066466e-13
FITB UW Equity,-0.020877629084401234,3.1795821859071056e-05,0.000635938096186897,-2.1674378716845433e-09,-0.007546713521440665,-2.017870494632983e-07,0.0002559483092693858,-0.0002462281057810215,-3.4547808695023815e-06,5.464461972019178e-12
FOX UW Equity,,,,,,,,,,
FOXA UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRT UN Equity,-0.0005467565175778515,-0.000606288332642825,5.436135444959624e-05,-4.703172826221055e-10,0.001586062831794135,1.5386553560594675e-06,0.00042733824796130067,0.0003061327770265468,-6.920562500817133e-05,5.766174879154832e-11
FSLR UW Equity,-0.010908091242420823,7.643896131543908e-05,0.00029086523232214683,-4.486222438114087e-11,-0.00307397471922545,-1.353579465609712e-06,0.0001421143132489558,0.0001770332433263846,3.220074886792237e-05,-1.5992003274692785e-11
FTNT UW Equity,0.00044119109723988407,4.7546166509554864e-05,0.00029470511552376035,6.582332767942186e-11,-0.0014790426383288887,-3.814929048486366e-06,0.00039862804311608453,-0.0005627697947232665,3.0406045801694455e-05,-4.353024542233548e-11
FTV UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GD UN Equity,-0.0014252222024966294,0.0002230106807338166,2.8213556586295318e-05,5.555660942070717e-10,0.0030569750327594774,-1.3487287726021225e-07,6.525377526292111e-05,-3.648748322051419e-05,-2.1130646371979272e-05,-2.1166392222921997e-11
GDDY UN Equity,-0.0165008349179571,4.989995292950528e-05,-0.0018820462731674427,6.71046267963177e-10,0.001659180535188834,-1.3306989642439887e-05,8.337107293957827e-05,-0.005249791669632381,-9.25947172789596e-05,2.1246301218109396e-11
GE UN Equity,-0.008854444224186905,5.5294757944295694e-05,0.00015444269447420985,-5.235458969353176e-11,-0.002854302308289131,-1.677428548275517e-08,0.0007040387230663085,-0.00030244388962395166,2.060473429309044e-05,-7.53493184590114e-13
GEHC UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEN UW Equity,-0.006035856420139939,-6.0566717745557686e-05,0.00016880563549785893,6.72944939665208e-10,0.0046482134818865125,-2.7773564747380496e-07,5.2371397984724385e-06,4.753513827899931e-07,-5.5612447117214234e-05,-2.178869559887373e-11
GEV UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GILD UW Equity,-0.002127993362830785,-0.00027868946491115904,0.00016526476540211895,2.3191818504190104e-09,0.005901328925285021,-3.20302998530071e-08,-7.589254686679197e-05,3.156718655743535e-06,-7.057189233457219e-05,-4.632243212722432e-12
GIS UN Equity,0.0016265104189740385,-0.00020891886026666448,-7.316935131755174e-05,9.76960883981384e-10,0.006414287304898085,-1.485166882789083e-07,0.00013042639127830812,0.00019152818865243588,-5.925465560409592e-05,5.7454529375999746e-12
GL UN Equity,-0.006368879834009708,-0.00035539928335535616,0.00020880698111464647,1.0381706881851619e-11,0.0034033914781878014,9.929573077442966e-07,0.00016213527422484302,-0.00046021205655025834,-9.635627045893708e-05,-3.5166724539748884e-11
GLW UN Equity,-0.012082730615920518,0.00011456838426266026,0.000294414982465979,-1.0005196587606706e-10,0.0016901696554415108,-1.8200303867503388e-07,-7.606500996464849e-05,-0.0001758751133156838,-2.3108288712218185e-05,1.928829855723286e-11
GM UN Equity,-0.01666338571191945,4.037836784904788e-05,0.0004983581308752699,1.116356007484506e-11,0.00018615893274576633,-1.5860309347643091e-07,1.7327616361367813e-06,-0.00035140103784937944,5.200232160437781e-05,-8.547494800897321e-13
GNRC UN Equity,0.003501129092269591,6.401132548753217e-05,5.680719368220525e-05,-1.0275340406058654e-10,-0.00015302423284528535,-3.7200536441547565e-06,0.0006942420833277959,1.827360488959541e-05,-0.00013646604441599293,-1.8264346199120453e-11
GOOG UW Equity,,,,,,,,,,
GOOGL UW Equity,-0.005475501376535644,-0.00012078002223270731,3.2066945401611754e-05,5.536343158028786e-10,0.008565267411197203,-8.536220246136778e-09,6.209775538548756e-05,-0.0003193486298919444,2.4242636834075595e-05,7.575068478317236e-13
GPC UN Equity,0.000465048328679558,-0.00016017504740147346,5.9910254759470105e-05,6.229211020110557e-10,0.012432088281479767,-9.669812057101275e-08,8.98182628565678e-05,-0.0003227543276254846,-7.334745853994809e-05,-6.10156481041188e-11
GPN UN Equity,-0.004399127653730573,-0.0002614065386469442,8.529966449338646e-06,-1.3181740280874255e-10,0.006917029462673107,4.413655474577648e-07,0.00015462473188374595,3.390629742184832e-05,-9.273806805620297e-05,3.2923204508594464e-11
GRMN UN Equity,-1.3547680417942553e-06,-5.5236290504814834e-08,8.595843644253087e-08,6.223817377317743e-15,-0.031153873854418358,0.02596975391659308,3.223834156932692e-08,-1.0542812029336757e-07,-1.7140638364711145,0.0012828029762720684
GS UN Equity,-0.018518781991004315,-0.0002343418329848426,0.0002316629180805404,-2.0601011303839912e-11,0.007987771747365606,-1.229148963578385e-07,5.025341572881625e-05,-0.0003697711978594798,1.6807340345664436e-05,7.587487234993562e-12
GWW UN Equity,-0.013892207824956112,-0.00017018314559380824,0.00021138268368018907,-1.7799641984804535e-10,0.0017563405349119818,-1.8390739856691155e-07,0.0004270208379300709,0.00010278662631568291,-6.324957876022778e-05,-4.504481673988542e-11
HAL UN Equity,-0.02031209703991171,6.287651697732153e-05,0.0002713019093205032,-3.620102674055964e-11,0.0028903937979516425,-1.5934618111408012e-07,-8.21768712763738e-05,2.6465783159982972e-05,-1.789043005681755e-06,-4.549260038012561e-12
HAS UW Equity,-0.00048202315133589546,-0.0005010965689419837,1.7059709306416127e-06,2.422301019496207e-10,2.1942501748890145e-05,1.033447967608975e-06,3.340946265513808e-05,3.723293792524394e-05,-3.047736530108381e-05,8.391872877138238e-12
HBAN UW Equity,-0.014907620127954435,-0.00023050323892479917,0.00036764548440817784,-3.057666596479776e-10,0.0005268183912354264,1.2322877125621833e-06,-2.8327371410877278e-05,0.00025399565959907536,-0.0002338563652136463,-8.34348080394062e-11
HCA UN Equity,,,,,,,,,,
HD UN Equity,-0.011249485529453677,0.0001036097718570617,0.0003004296230027106,-1.6062922676218084e-09,-0.0023257799562991124,-3.3695125644785847e-08,-1.5006407093411839e-05,7.302380055348481e-05,-1.9450035528887063e-06,-1.1723849693276812e-12
HIG UN Equity,-0.022779367626729184,5.1574314626149594e-05,0.0005752869427304401,1.3417106724349207e-09,-0.008417713939705867,-3.2909506655381047e-07,0.000599943259721793,-0.00011652301369076371,-4.345302359438838e-05,-1.3443800483636901e-12
HII UN Equity,0.016205714212574333,0.0003200285002532149,-0.00017377985444428612,-2.1330884084701872e-10,0.007165343924754186,-1.3656527761652772e-06,-0.00023553008323540066,-4.631556005205557e-05,-3.9720628271014125e-05,2.265440502175407e-10
HLT UN Equity,-0.01167132461355453,-5.041802352286739e-06,0.0003901011895105218,-8.354916969125751e-10,0.000940091714173886,-7.382310056541557e-07,-0.00010784779716715734,0.0010264230707544757,-2.3769576520233804e-05,4.6288227792251215e-12
HOLX UW Equity,-0.0007624876206205616,-6.870067576611384e-08,2.349607887658655e-05,-8.882757946503463e-11,0.002500080534271377,-1.942999783223442e-08,-2.454459646399259e-06,-8.543567270116635e-06,-4.514902117677131e-05,-7.98502510557778e-13
HON UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOOD UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPE UN Equity,-0.0638776997767974,-0.10466282665065102,0.00034484363914631156,1.4973212173859893e-09,0.002086552129134854,4.019081381051696e-06,-5.239950509880737e-05,0.05504009692850114,0.0017979443071659354,-1.546323045929153e-10
HPQ UN Equity,-0.02191080860300624,0.00048153682012332436,0.0004157002892922538,3.5091173878841075e-10,-0.004549526011242083,-3.960764614055493e-08,0.00014052695862601717,-6.164556255177412e-05,-3.706047958506445e-05,6.075807804660406e-13
HRL UN Equity,0.0009438675854062048,-0.000375809475794124,5.691716212573962e-05,3.460655466425689e-10,0.006009204776497498,-9.908221142371143e-09,0.0008263694954994005,-0.00020406807848748044,-3.6346689048155265e-05,-2.2684906643581434e-11
HSIC UW Equity,-0.01187202593299505,-1.3274681206138175e-05,0.0001227290948521669,1.9949058457853824e-10,0.009399443742942284,-4.0430393324224275e-08,0.0006298329036260464,-0.0004989457796836226,-8.19024058280547e-05,1.0609720269885406e-12
HST UW Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSY UN Equity,-0.010591284670938958,-0.0005040653250122881,0.00025155217232669864,7.435704762756517e-10,-0.007591144147116007,5.577024593463022e-07,-7.001459572749855e-05,7.668045727273093e-05,-4.515392846249182e-05,1.4421308421920739e-12
HUBB UN Equity,-0.0036606206789840156,-3.201061018814688e-05,0.00011878035272739539,-1.4020214026042503e-11,0.004477697901412679,-5.371305667020149e-07,0.0003502829156801418,-0.0003563036631885766,-4.529450203259639e-05,-9.295917588140639e-12
HUM UN Equity,-0.011875060597355432,-0.00018465641402116973,0.0002107089681286199,4.887340984345815e-10,0.00756132563773078,4.977385283883469e-08,-1.2799521934230262e-06,-0.00034591721209144597,-5.1268237785273443e-05,5.836123979792442e-12
HWM UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBKR UW Equity,-0.00927129521983236,3.888293457108698e-06,0.00027160231786337296,-7.564370165867977e-11,0.00036252751419803676,-7.80681672373674e-09,-6.307587221838279e-06,-0.00011380863239532559,-6.756586331281789e-05,-1.3564610164821852e-11
IBM UN Equity,-0.011249788259047083,0.000241483088801391,0.000157253993119427,1.1703875052387025e-11,-0.0009628481435703883,-2.1989600074676875e-08,0.00019985426282457768,1.0130171771820142e-05,-5.8787861688561316e-05,-1.3627149775905316e-12
ICE UN Equity,-0.019749350655265646,-0.0002839830240163779,0.000441849052340291,2.8746858042997605e-10,-0.002852881768395283,3.758621291400766e-07,-1.6328089930424266e-05,0.0002398019761651539,-0.00011392719998812221,1.6047880707885349e-12
IDXX UW Equity,-0.006175853139950338,3.1408251073853604e-06,-1.4983417205543823e-05,1.3750525628093838e-10,0.00541477721847771,-1.088971176659466e-06,4.65686800982378e-05,8.115789871148942e-05,-2.9817140453172604e-05,-1.2320246792914645e-11
IEX UN Equity,-0.004710794858805774,-0.00024104268225863136,-4.2259401668911175e-06,6.414227307093894e-10,0.006918553972148435,-9.836378071590898e-09,1.8949163657234287e-05,-8.957226074362483e-05,-5.3958399407489376e-05,5.5854079232077995e-11
IFF UN Equity,-0.020284627193962484,-0.00016230372025663968,0.0003256962407895314,-3.3143641194985374e-10,0.010147801413805165,-3.214914548995529e-08,-5.9210332040501794e-05,-0.00014176163774615744,-8.409841655503411e-05,7.961703890377658e-11
INCY UW Equity,0.0027627751745038175,-6.275130789367682e-07,-7.741177024813087e-05,-5.205117235904165e-10,-0.0033185267125905894,-3.6587896206137705e-07,-3.8255713429084135e-07,0.0004708129115527755,-2.3526338840186267e-05,-3.990425963724239e-11
INTC UW Equity,-0.020025026711062006,-0.00011685905818465405,0.0002879356562083828,5.385781059220149e-10,0.0005567620038733504,-7.159498606375129e-09,-5.495398335054021e-05,-1.5539588125041135e-05,-5.990164058405569e-06,9.812390711903426e-13
INTU UW Equity,-0.005182736984009531,-0.00016998631395916057,0.0001326983327877059,2.4766579012260657e-10,0.00541550984865126,1.485090642420242e-07,3.025738033730689e-06,8.640107858678625e-07,-9.211407841065849e-05,-1.3079929810609851e-11
INVH UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IP UN Equity,-0.012571881919487512,0.00011623871725050544,0.00024319273665045148,-1.2738598353349773e-09,0.000972064937763095,-1.377426186676454e-07,0.0005435630087946234,3.3710750213909456e-05,-4.9091838537637616e-05,-7.157609501769842e-11
IQV UN Equity,-0.012418467176240651,-0.0008437794191906705,-9.048680011342285e-05,8.113476092273627e-10,-0.003186205786028758,5.792862256859746e-08,-0.00034622687078133694,0.002268983234460966,-0.00010870510610246051,-3.947961962303092e-11
IR UN Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRM UN Equity,-0.0022659545951454283,2.682257270021246e-06,8.58902644136399e-05,-3.69981737885777e-10,0.004340236575734606,-1.6555247260267787e-06,0.0001985087744611647,9.179025696015079e-05,4.1830017934482185e-05,-4.102257423882173e-11
ISRG UW Equity,-0.012769817388641209,-0.00010190499366811683,9.925926008146134e-05,3.818379844034066e-10,0.006215124994018447,3.611729552156323e-08,0.00015386038554820908,-0.0005530284996555089,-2.644140292307273e-05,3.553991682030957e-11
IT UN Equity,-0.013501950131540737,-0.0005491384736306844,3.06982764482603e-05,5.866085216093274e-11,0.02066408375107518,8.44484590377408e-07,-7.548717619885393e-05,-1.9203274200818662e-05,-1.7405666635756945e-05,2.49234454080363e-11
ITW UN Equity,-0.006658588409138555,0.00026459473540954223,6.791808285685501e-06,-7.934486245060874e-11,0.00837159840181884,-5.008212187956063e-07,0.00010633300385265051,0.00012423071716754957,-4.3644096632598845e-05,8.216379781084589e-12
IVZ UN Equity,-0.00570937416418439,-2.0759577314587068e-05,-8.71355115272195e-07,-4.843029668858984e-10,0.009232024346123502,-9.696529028710165e-07,2.190105253363886e-05,0.0008675002168152471,-0.00017026433465434703,-1.1302356074961746e-12
J UN Equity,-0.022503627243042522,0.0005744219307451787,0.0005113256848357017,-4.106077845222268e-10,-0.002736640458682338,-1.648705541011218e-06,0.0008342205869645476,-0.00041584058712732506,-5.700799384880359e-06,-4.550005415375325e-11
JBHT UW Equity,-0.0096068745186886,-8.650150413154297e-05,0.00018753566617610642,-2.5784273045821647e-10,0.006299696030967804,2.993604532194915e-07,-0.0003822492394364225,5.7726370281231345e-05,-0.00010677323607132731,-9.03012417507627e-13
